4562623,Antón Ruiz,Anton Ruiz,Anton Ruiz,18.18524,-65.8085,P,PPL,PR,,69,7268203,,,1764,30,31,America/Puerto_Rico,8/3/15
4562624,Antonio (Nery) Juarbe Pol Airport,Antonio (Nery) Juarbe Pol Airport,"ABO,ARE,Antonio (Nery) Juarbe Pol Airport,TJAB",18.45006,-66.67496,S,AIRP,PR,,13,7268995,,,0,7,5,America/Puerto_Rico,8/3/15
4562625,Aponte,Aponte,,18.19301,-65.96766,P,PPL,PR,,129,7268457,,,0,91,94,America/Puerto_Rico,8/3/15
4562626,April Garden,April Garden,,18.16857,-65.87266,P,PPL,PR,,85,7269030,,,0,100,106,America/Puerto_Rico,8/3/15
4562627,Aquilino,Aquilino,,18.25579,-67.11879,P,PPL,PR,,11,7268902,,,0,51,49,America/Puerto_Rico,10/3/19
4562628,Arboteda,Arboteda,Arbolada,18.25412,-66.0435,P,PPL,PR,,7,,,,0,66,71,America/Puerto_Rico,2/16/07
4562629,Archilla Cabrena,Archilla Cabrena,,18.1944,-67.14851,P,PPL,PR,,97,7268645,,,0,1,5,America/Puerto_Rico,8/3/15
4562630,Area Recreativa Alfonso Costa Fornes,Area Recreativa Alfonso Costa Fornes,,18.18079,-66.98129,L,PRK,PR,,93,,,,0,429,440,America/Puerto_Rico,2/16/07
4562631,Parque Nacional Isla de Cabras,Parque Nacional Isla de Cabras,"Area Recreativa El Canuelo,Área Recreativa El Cañuelo",18.46911,-66.13656,L,PRK,PR,,137,,,,0,0,-2,America/Puerto_Rico,2/16/07
4562632,Area Recreativa Orlando Lopez Martinez,Area Recreativa Orlando Lopez Martinez,,18.08468,-66.95879,L,PRK,PR,,121,,,,0,114,116,America/Puerto_Rico,2/16/07
4562633,Area Recreativa Real Patillas,Area Recreativa Real Patillas,,18.0758,-66.05489,L,PRK,PR,,109,,,,0,237,238,America/Puerto_Rico,2/16/07
